zom_track_cust_7,7,music/track_8.mp3,1,1,impactmp,1,1,6000,0,musicnopause,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,

woz_strike,,btd_sounds/tele_spark_hit.wav,0.85,0.99,element,1,1,100000,0,element

trade_dupe,,btd_sounds/trader/duplicate_weapon.wav,1,1,voiceover,1,1,10000,20000,auto
trade_no_money,,btd_sounds/trader/insufficient_funds.wav,1,1,voiceover,1,1,10000,20000,auto
trade_fail,,btd_sounds/trader/purchase_failed.wav,1,1,voiceover,1,1,10000,20000,auto
trade_made,,btd_sounds/trader/purchase_successful.wav,1,1,voiceover,1,1,10000,20000,auto
sale_made,,btd_sounds/trader/sale_successful.wav,1,1,voiceover,1,1,10000,20000,auto

ac130_25mm_fire,,ac130/ac130_25mm_fire.wav,0.8,,wpnai,,,100,500,weapon2d,,,,0.9,all_mp,,,,,,,,0.5
ac130_40mm_fire,,ac130/ac130_40mm_fire.wav,0.8,,wpnai,,,100,500,weapon2d,,,,0.9,all_mp,,,ac130_40mm_reload,,,,,0.5
ac130_105mm_fire,,ac130/ac130_105mm_fire.wav,0.8,,wpnai,,,100,500,weapon2d,,,,0.9,all_mp,,,ac130_105mm_reload,,,,,0.65
ac130_40mm_reload,,ac130/ac130_40mm_reload.wav,1,,wpnai,,,100,500,reload2d,,,,0.9,all_mp,,,,,1000,,,
ac130_105mm_reload,,ac130/ac130_105mm_reload.wav,1,,wpnai,,,100,500,reload2d,,,,0.9,all_mp,,,,,2000,,,

air_raid_siren,,amb_emitters/emt_icmb_missile_alarm.wav,1,1,max,1,1,8000,10000,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
nuke_impact,,level/airlift_nuclear_aftmath.wav,1,1,max,1,1,8000,10000,auto,streamed,,,,all_mp,,,,,,,,,,,,,
nuke_explode,,level/airlift_nuclear_exp.wav,1,1,max,1,1,8000,10000,auto,streamed,,,master,all_mp,,,,,,,,,,,,,

